,m,sample,generalizability,eps
307,100,sample_0,0.0,0.008354528058382871
308,100,sample_0,0.0,0.008412497049736118
309,100,sample_0,0.0,0.008470868266557402
310,100,sample_0,0.0,0.008529644499741026
311,100,sample_0,0.0,0.00858882855954625
312,100,sample_0,0.0,0.008648423275731726
313,100,sample_0,0.0,0.008708431497690725
314,100,sample_0,0.0,0.008768856094587427
315,100,sample_0,0.0,0.008829699955494092
316,100,sample_0,0.0,0.008890965989529159
317,100,sample_0,0.0,0.0089526571259964
318,100,sample_0,0.0,0.009014776314524917
319,100,sample_0,0.0,0.009077326525210224
320,100,sample_0,0.0,0.009140310748756233
321,100,sample_0,0.0,0.009203731996618222
322,100,sample_0,0.0,0.009267593301146883
323,100,sample_0,0.0,0.009331897715733239
324,100,sample_0,0.0,0.009396648314954691
325,100,sample_0,0.0,0.009461848194722003
326,100,sample_0,0.0,0.00952750047242729
327,100,sample_0,0.0,0.009593608287093146
328,100,sample_0,0.0,0.009660174799522647
329,100,sample_0,0.0,0.009727203192450537
330,100,sample_0,0.0,0.009794696670695395
331,100,sample_0,0.0,0.009862658461312821
332,100,sample_0,0.0,0.009931091813749801
333,100,sample_0,0.0,0.01
334,100,sample_0,0.0,0.010069386314760276
335,100,sample_0,0.0,0.010139254075588154
336,100,sample_0,0.0,0.010209606623060466
337,100,sample_0,0.0,0.010280447320933092
338,100,sample_0,0.0,0.010351779556301762
339,100,sample_0,0.0,0.010423606739764018
340,100,sample_0,0.0,0.010495932305582278
341,100,sample_0,0.0,0.01056875971184804
342,100,sample_0,0.0,0.010642092440647241
343,100,sample_0,0.0,0.010715933998226712
344,100,sample_0,0.0,0.010790287915161841
345,100,sample_0,0.0,0.010865157746525383
346,100,sample_0,0.0,0.010940547072057424
347,100,sample_0,0.0,0.011016459496336563
348,100,sample_0,0.0,0.011092898648952227
349,100,sample_0,0.0,0.011169868184678232
350,100,sample_0,0.0,0.01124737178364752
351,100,sample_0,0.0,0.011325413151528114
352,100,sample_0,0.0,0.011403996019700324
353,100,sample_0,0.0,0.011483124145435111
354,100,sample_0,0.0,0.01156280131207376
355,100,sample_0,0.0,0.011643031329208768
356,100,sample_0,0.0,0.011723818032865985
357,100,sample_0,0.0,0.011805165285688049
358,100,sample_0,0.0,0.011887076977119033
359,100,sample_0,0.0,0.011969557023590434
360,100,sample_0,0.0,0.012052609368708425
361,100,sample_0,0.0,0.012136237983442405
362,100,sample_0,0.0,0.01222044686631488
363,100,sample_0,0.0,0.012305240043592616
364,100,sample_0,0.0,0.012390621569479163
365,100,sample_0,0.0,0.012476595526308698
366,100,sample_0,0.0,0.012563166024741208
367,100,sample_0,0.0,0.012650337203959031
368,100,sample_0,0.0,0.012738113231864785
369,100,sample_0,0.0,0.012826498305280605
370,100,sample_0,0.0,0.01291549665014884
371,100,sample_0,0.0,0.013005112521734093
372,100,sample_0,0.0,0.01309535020482667
373,100,sample_0,0.0,0.013186214013947485
374,100,sample_0,0.0,0.013277708293554298
375,100,sample_0,0.0,0.013369837418249465
376,100,sample_0,0.0,0.013462605792989104
377,100,sample_0,0.0,0.013556017853293682
378,100,sample_0,0.0,0.013650078065460139
379,100,sample_0,0.0,0.013744790926775373
380,100,sample_0,0.0,0.013840160965731315
381,100,sample_0,0.0,0.013936192742241428
382,100,sample_0,0.0,0.014032890847858725
383,100,sample_0,0.0,0.014130259905995337
384,100,sample_0,0.0,0.014228304572143526
385,100,sample_0,0.0,0.014327029534098309
386,100,sample_0,0.0,0.014426439512181581
387,100,sample_0,0.0,0.014526539259467805
388,100,sample_0,0.0,0.0146273335620113
389,100,sample_0,0.0,0.014728827239075025
390,100,sample_0,0.0,0.014831025143361045
391,100,sample_0,0.0,0.014933932161242525
392,100,sample_0,0.0,0.015037553212997377
393,100,sample_0,0.0,0.01514189325304352
394,100,sample_0,0.0,0.015246957270175738
395,100,sample_0,0.0,0.015352750287804227
396,100,sample_0,0.0,0.015459277364194777
397,100,sample_0,0.0,0.015566543592710612
398,100,sample_0,0.0,0.01567455410205595
399,100,sample_0,0.0,0.015783314056521173
400,100,sample_0,0.0,0.01589282865622978
401,100,sample_0,0.0,0.01600310313738701
402,100,sample_0,0.0,0.01611414277253019
403,100,sample_0,0.0,0.016225952870780873
404,100,sample_0,0.0,0.016338538778098613
405,100,sample_0,0.0,0.016451905877536626
406,100,sample_0,0.0,0.016566059589499145
407,100,sample_0,0.0,0.016681005372000592
408,100,sample_0,0.0,0.01679674872092653
409,100,sample_0,0.0,0.01691329517029648
410,100,sample_0,0.0,0.017030650292528444
411,100,sample_0,0.0,0.017148819698705402
412,100,sample_0,0.0,0.01726780903884356
413,100,sample_0,0.0,0.017387624002162504
414,100,sample_0,0.0,0.017508270317357244
415,100,sample_0,0.0,0.017629753752872058
416,100,sample_0,0.0,0.017752080117176352
417,100,sample_0,0.0,0.017875255259042353
418,100,sample_0,0.0,0.017999285067824763
419,100,sample_0,0.0,0.018124175473742368
420,100,sample_0,0.0,0.018249932448161525
421,100,sample_0,0.0,0.018376562003881713
422,100,sample_0,0.0,0.018504070195423022
423,100,sample_0,0.0,0.018632463119315597
424,100,sample_0,0.0,0.018761746914391204
425,100,sample_0,0.0,0.018891927762076665
426,100,sample_0,0.0,0.019023011886689447
427,100,sample_0,0.0,0.01915500555573528
428,100,sample_0,0.0,0.019287915080207777
429,100,sample_0,0.0,0.019421746814890256
430,100,sample_0,0.0,0.019556507158659493
431,100,sample_0,0.0,0.019692202554791725
432,100,sample_0,0.0,0.019828839491270712
433,100,sample_0,0.0,0.019966424501097934
434,100,sample_0,0.0,0.02010496416260498
435,100,sample_0,0.0,0.020244465099768037
436,100,sample_0,0.0,0.020384933982524632
437,100,sample_0,0.0,0.02052637752709252
438,100,sample_0,0.0,0.02066880249629082
439,100,sample_0,0.0,0.02081221569986338
440,100,sample_0,0.0,0.02095662399480433
441,100,sample_0,0.0,0.021102034285685956
442,100,sample_0,0.0,0.02124845352498883
443,100,sample_0,0.0,0.021395888713434216
444,100,sample_0,0.0,0.021544346900318832
445,100,sample_0,0.0,0.021693835183851845
446,100,sample_0,0.0,0.021844360711494273
447,100,sample_0,0.0,0.021995930680300747
448,100,sample_0,0.0,0.022148552337263594
449,100,sample_0,0.0,0.022302232979659376
450,100,sample_0,0.0,0.02245697995539774
451,100,sample_0,0.0,0.022612800663372783
452,100,sample_0,0.0,0.0227697025538168
453,100,sample_0,0.0,0.022927693128656498
454,100,sample_0,0.0,0.023086779941871687
455,100,sample_0,0.0,0.02324697059985648
456,100,sample_0,0.0,0.023408272761782933
457,100,sample_0,0.0,0.023570694139967277
458,100,sample_0,0.0,0.023734242500238676
459,100,sample_0,0.0,0.02389892566231049
460,100,sample_0,0.0,0.024064751500154243
461,100,sample_0,0.0,0.024231727942375995
462,100,sample_0,0.0,0.024399862972595502
463,100,sample_0,0.0,0.024569164629827913
464,100,sample_0,0.0,0.024739641008868128
465,100,sample_0,0.0,0.024911300260677886
466,100,sample_0,0.0,0.025084150592775398
467,100,sample_0,0.0,0.025258200269627846
468,100,sample_0,0.0,0.025433457613046495
469,100,sample_0,0.0,0.02560993100258458
470,100,sample_0,0.0,0.02578762887593801
471,100,sample_0,0.0,0.02596655972934871
472,100,sample_0,0.0,0.02614673211801092
473,100,sample_0,0.0,0.026328154656480213
474,100,sample_0,0.0,0.026510836019085375
475,100,sample_0,0.0,0.02669478494034321
476,100,sample_0,0.0,0.02688001021537606
477,100,sample_0,0.0,0.027066520700332414
478,100,sample_0,0.0,0.02725432531281029
479,100,sample_0,0.0,0.02744343303228364
480,100,sample_0,0.0,0.027633852900531698
481,100,sample_0,0.0,0.027825594022071243
482,100,sample_0,0.0,0.028018665564591955
483,100,sample_0,0.0,0.02821307675939472
484,100,sample_0,0.0,0.028408836901833025
485,100,sample_0,0.0,0.02860595535175742
486,100,sample_0,0.0,0.028804441533962964
487,100,sample_0,0.0,0.029004304938639917
488,100,sample_0,0.0,0.029205555121827466
489,100,sample_0,0.0,0.02940820170587062
490,100,sample_0,0.0,0.029612254379880344
491,100,sample_0,0.0,0.029817722900196717
492,100,sample_0,0.0,0.030024617090855493
493,100,sample_0,0.0,0.03023294684405778
494,100,sample_0,0.0,0.03044272212064303
495,100,sample_0,0.0,0.030653952950565267
496,100,sample_0,0.0,0.03086664943337273
497,100,sample_0,0.0,0.031080821738690638
498,100,sample_0,0.0,0.03129648010670752
499,100,sample_0,0.0,0.03151363484866479
500,100,sample_0,0.0,0.03173229634734976
501,100,sample_0,0.0,0.03195247505759212
502,100,sample_0,0.0,0.03217418150676372
503,100,sample_0,0.0,0.03239742629528197
504,100,sample_0,0.0,0.0326222200971167
505,100,sample_0,0.0,0.03284857366030044
506,100,sample_0,0.0,0.03307649780744241
507,100,sample_0,0.0,0.03330600343624589
508,100,sample_0,0.001,0.033537101520029304
509,100,sample_0,0.001,0.033769803108250916
510,100,sample_0,0.001,0.03400411932703706
511,100,sample_0,0.001,0.03424006137971424
512,100,sample_0,0.001,0.03447764054734464
513,100,sample_0,0.001,0.034716868189265615
514,100,sample_0,0.001,0.03495775574363275
515,100,sample_0,0.001,0.03520031472796679
516,100,sample_0,0.001,0.035444556739704335
517,100,sample_0,0.001,0.0356904934567523
518,100,sample_0,0.001,0.03593813663804628
519,100,sample_0,0.001,0.0361874981241128
520,100,sample_0,0.001,0.03643858983763545
521,100,sample_0,0.003,0.03669142378402492
522,100,sample_0,0.003,0.03694601205199302
523,100,sample_0,0.003,0.03720236681413068
524,100,sample_0,0.003,0.03746050032748993
525,100,sample_0,0.003,0.03772042493416997
526,100,sample_0,0.003,0.037982153061907345
527,100,sample_0,0.003,0.03824569722466999
528,100,sample_0,0.008,0.03851107002325571
529,100,sample_0,0.008,0.03877828414589457
530,100,sample_0,0.008,0.0390473523688556
531,100,sample_0,0.008,0.039318287557057685
532,100,sample_0,0.008,0.03959110266468459
533,100,sample_0,0.008,0.039865810735804405
534,100,sample_0,0.015,0.04014242490499322
535,100,sample_0,0.015,0.04042095839796308
536,100,sample_0,0.015,0.040701424532194365
537,100,sample_0,0.015,0.040983836717572615
538,100,sample_0,0.015,0.04126820845702954
539,100,sample_0,0.015,0.04155455334718875
540,100,sample_0,0.022,0.041842885079015825
541,100,sample_0,0.022,0.04213321743847287
542,100,sample_0,0.022,0.04242556430717777
543,100,sample_0,0.022,0.04271993966306779
544,100,sample_0,0.022,0.04301635758106795
545,100,sample_0,0.022,0.043314832233764006
546,100,sample_0,0.025,0.04361537789208003
547,100,sample_0,0.025,0.04391800892596086
548,100,sample_0,0.025,0.044222739805058996
549,100,sample_0,0.025,0.044529585099426554
550,100,sample_0,0.025,0.044838559480211884
551,100,sample_0,0.034,0.045149677720361
552,100,sample_0,0.034,0.04546295469532399
553,100,sample_0,0.034,0.04577840538376619
554,100,sample_0,0.034,0.046096044868284336
555,100,sample_0,0.034,0.046415888336127795
556,100,sample_0,0.05,0.04673795107992461
557,100,sample_0,0.05,0.04706224849841281
558,100,sample_0,0.05,0.047388796097176535
559,100,sample_0,0.05,0.047717609489387455
560,100,sample_0,0.05,0.04804870439655132
561,100,sample_0,0.065,0.04838209664925955
562,100,sample_0,0.065,0.04871780218794631
563,100,sample_0,0.065,0.04905583706365048
564,100,sample_0,0.065,0.04939621743878321
565,100,sample_0,0.065,0.04973895958790065
566,100,sample_0,0.075,0.0500840798984821
567,100,sample_0,0.075,0.050431594871713586
568,100,sample_0,0.075,0.05078152112327673
569,100,sample_0,0.075,0.05113387538414326
570,100,sample_0,0.075,0.05148867450137495
571,100,sample_0,0.091,0.051845935438929104
572,100,sample_0,0.091,0.052205675278469754
573,100,sample_0,0.091,0.05256791122018422
574,100,sample_0,0.091,0.052932660583605615
575,100,sample_0,0.091,0.0532999408084409
576,100,sample_0,0.107,0.05366976945540476
577,100,sample_0,0.107,0.05404216420705915
578,100,sample_0,0.107,0.0544171428686589
579,100,sample_0,0.107,0.05479472336900287
580,100,sample_0,0.127,0.05517492376129126
581,100,sample_0,0.127,0.055557762223988776
582,100,sample_0,0.127,0.05594325706169378
583,100,sample_0,0.127,0.05633142670601355
584,100,sample_0,0.15,0.05672228971644543
585,100,sample_0,0.15,0.05711586478126432
586,100,sample_0,0.15,0.057512170718416133
587,100,sample_0,0.15,0.05791122647641758
588,100,sample_0,0.15,0.058313051135262216
589,100,sample_0,0.18,0.05871766390733255
590,100,sample_0,0.18,0.05912508413831878
591,100,sample_0,0.18,0.0595353313081437
592,100,sample_0,0.18,0.05994842503189409
593,100,sample_0,0.207,0.06036438506075867
594,100,sample_0,0.207,0.0607832312829723
595,100,sample_0,0.207,0.061204983724766994
596,100,sample_0,0.207,0.06162966255132942
597,100,sample_0,0.239,0.062057288067765004
598,100,sample_0,0.239,0.06248788072006891
599,100,sample_0,0.239,0.06292146109610344
600,100,sample_0,0.265,0.0633580499265825
601,100,sample_0,0.265,0.06379766808606283
602,100,sample_0,0.265,0.0642403365939419
603,100,sample_0,0.265,0.06468607661546324
604,100,sample_0,0.297,0.06513490946272803
605,100,sample_0,0.297,0.06558685659571432
606,100,sample_0,0.297,0.06604193962330306
607,100,sample_0,0.297,0.06650018030431118
608,100,sample_0,0.316,0.06696160054853219
609,100,sample_0,0.316,0.06742622241778343
610,100,sample_0,0.316,0.0678940681269611
611,100,sample_0,0.354,0.06836516004510239
612,100,sample_0,0.354,0.06883952069645496
613,100,sample_0,0.354,0.06931717276155404
614,100,sample_0,0.354,0.0697981390783066
615,100,sample_0,0.389,0.07028244264308349
616,100,sample_0,0.389,0.0707701066118189
617,100,sample_0,0.389,0.07126115430111746
618,100,sample_0,0.41,0.07175560918936924
619,100,sample_0,0.41,0.07225349491787214
620,100,sample_0,0.41,0.07275483529196229
621,100,sample_0,0.41,0.0732596542821523
622,100,sample_0,0.441,0.07376797602527735
623,100,sample_0,0.441,0.07427982482564914
624,100,sample_0,0.441,0.07479522515621821
625,100,sample_0,0.464,0.07531420165974372
626,100,sample_0,0.464,0.0758367791499719
627,100,sample_0,0.464,0.07636298261282246
